Monetary policy stance,Sentence,Central bank,Country
hawkish,"Given the upside balance of risks to inflation, the Board discussed the possibility of raising interest rates. ",Czech National Bank,Czechia
hawkish,The appropriate response should therefore be to raise rates already at the present meeting.,Czech National Bank,Czechia
hawkish,"The existence of a positive output gap and a further gradual widening of that gap this year, along with expectations regarding external economic developments and the effect of fiscal policy, had led to the economic growth forecast being increased above 6% for 2007. ",Czech National Bank,Czechia
hawkish,"In 2007, therefore, the economy would grow at a faster pace than the expected rate of growth of potential output.",Czech National Bank,Czechia
hawkish,The inflationary signals from the domestic and external economies had pushed the inflation forecast upwards compared to April.,Czech National Bank,Czechia
hawkish,"In the discussion of the starting points of the forecast, it was said that the economy was going through a phase of dynamic economic growth, which, unlike in the past, was being accompanied by an economic upswing abroad.",Czech National Bank,Czechia
hawkish,"It was said that information from the labour market was confirming the forecast of strong domestic demand growth, and the observed growth of the money supply was also mentioned as an upside factor.",Czech National Bank,Czechia
hawkish,"In this discussion, the opinion was expressed that stronger monetary policy responses would be appropriate primarily in the event of economic shocks. ",Czech National Bank,Czechia
hawkish,"At the same time it decided to increase the discount rate and Lombard rate by the same amount, to 2.0% and 4.0% respectively.",Czech National Bank,Czechia
hawkish,This would affect inflation primarily by increasing the contribution of growth in indirect taxes.,Czech National Bank,Czechia
hawkish,"After the presentation of the situation report, the Board discussed the risks of the July forecast, which predicted a further rise in interest rates.",Czech National Bank,Czechia
hawkish,"Against this, however, the prevailing view was that the new labour market data confirmed the forecast assumptions of an upswing in wage growth and nominal unit wage cost growth.",Czech National Bank,Czechia
hawkish,"According to the situation report, the changes to VAT, the rise in excise duties and the changes to regulated prices would all be more inflationary than forecasted. ",Czech National Bank,Czechia
hawkish,"In a discussion about the fiscal policy changes, the opinion was expressed that the implementation of the tax reform might further spur corporate and private investment. ",Czech National Bank,Czechia
hawkish,"Regarding the influence of the potential slowdown abroad on the Czech economy, it was emphasised that unlike in the past the domestic growth was based to a large extent on domestic demand, so any negative external shock could be comfortably accommodated. ",Czech National Bank,Czechia
hawkish,The economy would continue to go through a phase of buoyant economic growth driven by growth in household consumption and investment.,Czech National Bank,Czechia
hawkish,"It was said repeatedly that the combination of rising indirect tax rates, regulated rents, energy prices and food prices would affect headline inflation.",Czech National Bank,Czechia
hawkish,"At 4% in October, annual consumer price inflation had been 0.2 percentage points higher than predicted by the October forecast.",Czech National Bank,Czechia
